Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2009-10-29,2.8281,2.8281,2.8281,2.8281
2009-10-30,2.8233,2.8233,2.8233,2.8233
2009-11-02,2.8305,2.8305,2.8305,2.8305
2009-11-03,2.8233,2.8233,2.8233,2.8233
2009-11-04,2.8563,2.8563,2.8563,2.8563
2009-11-05,2.8305,2.8305,2.8305,2.8305
2009-11-06,2.8678,2.8678,2.8678,2.8678
2009-11-09,2.9019,2.9019,2.9019,2.9019
2009-11-10,2.9112,2.9112,2.9112,2.9112
2009-11-12,2.9395,2.9395,2.9395,2.9395
2009-11-13,2.9507,2.9507,2.9507,2.9507
2009-11-16,2.9621,2.9621,2.9621,2.9621
2009-11-17,2.9551,2.9551,2.9551,2.9551
2009-11-18,2.963,2.963,2.963,2.963
2009-11-19,2.9403,2.9403,2.9403,2.9403
2009-11-20,2.9231,2.9231,2.9231,2.9231
2009-11-23,2.9429,2.9429,2.9429,2.9429
2009-11-24,2.9257,2.9257,2.9257,2.9257
2009-11-25,2.9291,2.9291,2.9291,2.9291
2009-11-26,2.9028,2.9028,2.9028,2.9028
2009-11-27,2.8523,2.8523,2.8523,2.8523
2009-11-30,2.9087,2.9087,2.9087,2.9087
2009-12-01,2.9163,2.9163,2.9163,2.9163
2009-12-02,2.9429,2.9429,2.9429,2.9429
2009-12-03,2.9326,2.9326,2.9326,2.9326
2009-12-04,2.9343,2.9343,2.9343,2.9343
2009-12-07,2.9516,2.9516,2.9516,2.9516
2009-12-08,2.9095,2.9095,2.9095,2.9095
2009-12-09,2.8653,2.8653,2.8653,2.8653
2009-12-10,2.8353,2.8353,2.8353,2.8353
2009-12-11,2.8458,2.8458,2.8458,2.8458
2009-12-14,2.8305,2.8305,2.8305,2.8305
2009-12-15,2.791,2.791,2.791,2.791
2009-12-16,2.7624,2.7624,2.7624,2.7624
2009-12-17,2.7382,2.7382,2.7382,2.7382
2009-12-18,2.7412,2.7412,2.7412,2.7412
2009-12-21,2.7375,2.7375,2.7375,2.7375
2009-12-22,2.7255,2.7255,2.7255,2.7255
2009-12-23,2.7196,2.7196,2.7196,2.7196
2009-12-24,2.7503,2.7503,2.7503,2.7503
2009-12-28,2.7579,2.7579,2.7579,2.7579
2009-12-29,2.7716,2.7716,2.7716,2.7716
2009-12-30,2.7956,2.7956,2.7956,2.7956
2009-12-31,2.8106,2.8106,2.8106,2.8106
2010-01-04,2.8185,2.8185,2.8185,2.8185
2010-01-05,2.8273,2.8273,2.8273,2.8273
2010-01-06,2.7933,2.7933,2.7933,2.7933
2010-01-07,2.7824,2.7824,2.7824,2.7824
2010-01-08,2.784,2.784,2.784,2.784
2010-01-11,2.8177,2.8177,2.8177,2.8177
2010-01-12,2.8629,2.8629,2.8629,2.8629
2010-01-13,2.9214,2.9214,2.9214,2.9214
2010-01-14,2.8827,2.8827,2.8827,2.8827
2010-01-15,2.8818,2.8818,2.8818,2.8818
2010-01-18,2.876,2.876,2.876,2.876
2010-01-19,2.9002,2.9002,2.9002,2.9002
2010-01-20,2.8686,2.8686,2.8686,2.8686
2010-01-21,2.8051,2.8051,2.8051,2.8051
2010-01-22,2.8193,2.8193,2.8193,2.8193
2010-01-25,2.8273,2.8273,2.8273,2.8273
2010-01-26,2.7809,2.7809,2.7809,2.7809
2010-01-27,2.7755,2.7755,2.7755,2.7755
2010-01-28,2.7701,2.7701,2.7701,2.7701
2010-01-29,2.7624,2.7624,2.7624,2.7624
2010-02-01,2.7902,2.7902,2.7902,2.7902
2010-02-02,2.8035,2.8035,2.8035,2.8035
2010-02-03,2.8498,2.8498,2.8498,2.8498
2010-02-04,2.8201,2.8201,2.8201,2.8201
2010-02-05,2.686,2.686,2.686,2.686
2010-02-08,2.702,2.702,2.702,2.702
2010-02-09,2.7167,2.7167,2.7167,2.7167
2010-02-10,2.739,2.739,2.739,2.739
2010-02-11,2.742,2.742,2.742,2.742
2010-02-12,2.7579,2.7579,2.7579,2.7579
2010-02-15,2.7427,2.7427,2.7427,2.7427
2010-02-16,2.727,2.727,2.727,2.727
2010-02-17,2.7473,2.7473,2.7473,2.7473
2010-02-18,2.764,2.764,2.764,2.764
2010-02-19,2.6969,2.6969,2.6969,2.6969
2010-02-22,2.73,2.73,2.73,2.73
2010-02-23,2.748,2.748,2.748,2.748
2010-02-24,2.6998,2.6998,2.6998,2.6998
2010-02-25,2.6947,2.6947,2.6947,2.6947
2010-02-26,2.7241,2.7241,2.7241,2.7241
2010-03-01,2.764,2.764,2.764,2.764
2010-03-02,2.7488,2.7488,2.7488,2.7488
2010-03-03,2.7663,2.7663,2.7663,2.7663
2010-03-04,2.7832,2.7832,2.7832,2.7832
2010-03-05,2.791,2.791,2.791,2.791
2010-03-08,2.7964,2.7964,2.7964,2.7964
2010-03-09,2.7925,2.7925,2.7925,2.7925
2010-03-10,2.798,2.798,2.798,2.798
2010-03-11,2.791,2.791,2.791,2.791
2010-03-12,2.8106,2.8106,2.8106,2.8106
2010-03-15,2.8082,2.8082,2.8082,2.8082
2010-03-16,2.8035,2.8035,2.8035,2.8035
2010-03-17,2.845,2.845,2.845,2.845
2010-03-18,2.8185,2.8185,2.8185,2.8185
2010-03-19,2.7778,2.7778,2.7778,2.7778
2010-03-22,2.7526,2.7526,2.7526,2.7526
2010-03-23,2.7556,2.7556,2.7556,2.7556
2010-03-24,2.7345,2.7345,2.7345,2.7345
2010-03-25,2.7204,2.7204,2.7204,2.7204
2010-03-26,2.7293,2.7293,2.7293,2.7293
2010-03-29,2.745,2.745,2.745,2.745
2010-03-30,2.7556,2.7556,2.7556,2.7556
2010-03-31,2.7548,2.7548,2.7548,2.7548
2010-04-01,2.7801,2.7801,2.7801,2.7801
2010-04-02,2.7878,2.7878,2.7878,2.7878
2010-04-06,2.7686,2.7686,2.7686,2.7686
2010-04-07,2.7594,2.7594,2.7594,2.7594
2010-04-08,2.7322,2.7322,2.7322,2.7322
2010-04-09,2.767,2.767,2.767,2.767
2010-04-12,2.791,2.791,2.791,2.791
2010-04-13,2.7701,2.7701,2.7701,2.7701
2010-04-14,2.7941,2.7941,2.7941,2.7941
2010-04-15,2.7894,2.7894,2.7894,2.7894
2010-04-16,2.7716,2.7716,2.7716,2.7716
2010-04-19,2.73,2.73,2.73,2.73
2010-04-20,2.7412,2.7412,2.7412,2.7412
2010-04-21,2.7533,2.7533,2.7533,2.7533
2010-04-22,2.7503,2.7503,2.7503,2.7503
2010-04-23,2.7167,2.7167,2.7167,2.7167
2010-04-26,2.7263,2.7263,2.7263,2.7263
2010-04-27,2.7159,2.7159,2.7159,2.7159
2010-04-28,2.6413,2.6413,2.6413,2.6413
2010-04-29,2.6709,2.6709,2.6709,2.6709
2010-04-30,2.6991,2.6991,2.6991,2.6991
2010-05-04,2.6795,2.6795,2.6795,2.6795
2010-05-05,2.5497,2.5497,2.5497,2.5497
2010-05-06,2.4888,2.4888,2.4888,2.4888
2010-05-07,2.416,2.416,2.416,2.416
2010-05-10,2.5233,2.5233,2.5233,2.5233
2010-05-11,2.4888,2.4888,2.4888,2.4888
2010-05-12,2.5119,2.5119,2.5119,2.5119
2010-05-13,2.5304,2.5304,2.5304,2.5304
2010-05-14,2.49,2.49,2.49,2.49
2010-05-17,2.419,2.419,2.419,2.419
2010-05-18,2.4474,2.4474,2.4474,2.4474
2010-05-19,2.3596,2.3596,2.3596,2.3596
2010-05-20,2.3844,2.3844,2.3844,2.3844
2010-05-21,2.3923,2.3923,2.3923,2.3923
2010-05-24,2.4131,2.4131,2.4131,2.4131
2010-05-25,2.3294,2.3294,2.3294,2.3294
2010-05-26,2.3529,2.3529,2.3529,2.3529
2010-05-27,2.373,2.373,2.373,2.373
2010-05-28,2.4372,2.4372,2.4372,2.4372
2010-05-31,2.3918,2.3918,2.3918,2.3918
2010-06-01,2.3403,2.3403,2.3403,2.3403
2010-06-02,2.363,2.363,2.363,2.363
2010-06-04,2.363,2.363,2.363,2.363
2010-06-07,2.2696,2.2696,2.2696,2.2696
2010-06-08,2.2795,2.2795,2.2795,2.2795
2010-06-09,2.2946,2.2946,2.2946,2.2946
2010-06-10,2.302,2.302,2.302,2.302
2010-06-11,2.343,2.343,2.343,2.343
2010-06-14,2.3591,2.3591,2.3591,2.3591
2010-06-15,2.3714,2.3714,2.3714,2.3714
2010-06-16,2.3895,2.3895,2.3895,2.3895
2010-06-17,2.3872,2.3872,2.3872,2.3872
2010-06-18,2.4073,2.4073,2.4073,2.4073
2010-06-21,2.4361,2.4361,2.4361,2.4361
2010-06-22,2.4044,2.4044,2.4044,2.4044
2010-06-23,2.3964,2.3964,2.3964,2.3964
2010-06-24,2.3736,2.3736,2.3736,2.3736
2010-06-25,2.3507,2.3507,2.3507,2.3507
2010-06-28,2.3618,2.3618,2.3618,2.3618
2010-06-29,2.3132,2.3132,2.3132,2.3132
2010-06-30,2.3294,2.3294,2.3294,2.3294
2010-07-01,2.3414,2.3414,2.3414,2.3414
2010-07-02,2.3906,2.3906,2.3906,2.3906
2010-07-05,2.4102,2.4102,2.4102,2.4102
2010-07-06,2.4225,2.4225,2.4225,2.4225
2010-07-07,2.4091,2.4091,2.4091,2.4091
2010-07-08,2.451,2.451,2.451,2.451
2010-07-09,2.4631,2.4631,2.4631,2.4631
2010-07-12,2.4319,2.4319,2.4319,2.4319
2010-07-13,2.4295,2.4295,2.4295,2.4295
2010-07-14,2.4691,2.4691,2.4691,2.4691
2010-07-15,2.49,2.49,2.49,2.49
2010-07-16,2.4981,2.4981,2.4981,2.4981
2010-07-19,2.482,2.482,2.482,2.482
2010-07-20,2.4832,2.4832,2.4832,2.4832
2010-07-21,2.4685,2.4685,2.4685,2.4685
2010-07-22,2.4728,2.4728,2.4728,2.4728
2010-07-23,2.5164,2.5164,2.5164,2.5164
2010-07-26,2.5164,2.5164,2.5164,2.5164
2010-07-27,2.5556,2.5556,2.5556,2.5556
2010-07-28,2.5661,2.5661,2.5661,2.5661
2010-07-29,2.5793,2.5793,2.5793,2.5793
2010-07-30,2.57,2.57,2.57,2.57
2010-08-02,2.5873,2.5873,2.5873,2.5873
2010-08-03,2.6206,2.6206,2.6206,2.6206
2010-08-04,2.5907,2.5907,2.5907,2.5907
2010-08-05,2.6042,2.6042,2.6042,2.6042
2010-08-06,2.6096,2.6096,2.6096,2.6096
2010-08-09,2.6302,2.6302,2.6302,2.6302
2010-08-10,2.6171,2.6171,2.6171,2.6171
2010-08-11,2.5773,2.5773,2.5773,2.5773
2010-08-12,2.5297,2.5297,2.5297,2.5297
2010-08-13,2.5407,2.5407,2.5407,2.5407
2010-08-16,2.5208,2.5208,2.5208,2.5208
2010-08-17,2.5608,2.5608,2.5608,2.5608
2010-08-18,2.5681,2.5681,2.5681,2.5681
2010-08-19,2.5543,2.5543,2.5543,2.5543
2010-08-20,2.5458,2.5458,2.5458,2.5458
2010-08-23,2.517,2.517,2.517,2.517
2010-08-24,2.5006,2.5006,2.5006,2.5006
2010-08-25,2.5119,2.5119,2.5119,2.5119
2010-08-26,2.5082,2.5082,2.5082,2.5082
2010-08-27,2.5202,2.5202,2.5202,2.5202
2010-08-30,2.5265,2.5265,2.5265,2.5265
2010-08-31,2.4981,2.4981,2.4981,2.4981
2010-09-01,2.5221,2.5221,2.5221,2.5221
2010-09-02,2.5556,2.5556,2.5556,2.5556
2010-09-03,2.5582,2.5582,2.5582,2.5582
2010-09-06,2.5981,2.5981,2.5981,2.5981
2010-09-07,2.5654,2.5654,2.5654,2.5654
2010-09-08,2.5432,2.5432,2.5432,2.5432
2010-09-09,2.5562,2.5562,2.5562,2.5562
2010-09-10,2.5648,2.5648,2.5648,2.5648
2010-09-13,2.5747,2.5747,2.5747,2.5747
2010-09-14,2.5833,2.5833,2.5833,2.5833
2010-09-15,2.6151,2.6151,2.6151,2.6151
2010-09-16,2.6281,2.6281,2.6281,2.6281
2010-09-17,2.6399,2.6399,2.6399,2.6399
2010-09-20,2.633,2.633,2.633,2.633
2010-09-21,2.6337,2.6337,2.6337,2.6337
2010-09-22,2.6767,2.6767,2.6767,2.6767
2010-09-23,2.6638,2.6638,2.6638,2.6638
2010-09-24,2.6674,2.6674,2.6674,2.6674
2010-09-27,2.6961,2.6961,2.6961,2.6961
2010-09-28,2.6795,2.6795,2.6795,2.6795
2010-09-29,2.7196,2.7196,2.7196,2.7196
2010-09-30,2.7108,2.7108,2.7108,2.7108
2010-10-01,2.7601,2.7601,2.7601,2.7601
2010-10-04,2.7495,2.7495,2.7495,2.7495
2010-10-05,2.7526,2.7526,2.7526,2.7526
2010-10-06,2.7956,2.7956,2.7956,2.7956
2010-10-07,2.7988,2.7988,2.7988,2.7988
2010-10-08,2.7724,2.7724,2.7724,2.7724
2010-10-11,2.7886,2.7886,2.7886,2.7886
2010-10-12,2.7917,2.7917,2.7917,2.7917
2010-10-13,2.8106,2.8106,2.8106,2.8106
2010-10-14,2.8703,2.8703,2.8703,2.8703
2010-10-15,2.867,2.867,2.867,2.867
2010-10-18,2.809,2.809,2.809,2.809
2010-10-19,2.8161,2.8161,2.8161,2.8161
2010-10-20,2.7663,2.7663,2.7663,2.7663
2010-10-21,2.809,2.809,2.809,2.809
2010-10-22,2.7824,2.7824,2.7824,2.7824
2010-10-25,2.8289,2.8289,2.8289,2.8289
2010-10-26,2.8217,2.8217,2.8217,2.8217
2010-10-27,2.7847,2.7847,2.7847,2.7847
2010-10-28,2.7686,2.7686,2.7686,2.7686
2010-10-29,2.7563,2.7563,2.7563,2.7563
2010-11-02,2.8122,2.8122,2.8122,2.8122
2010-11-03,2.8401,2.8401,2.8401,2.8401
2010-11-04,2.8994,2.8994,2.8994,2.8994
2010-11-05,2.8843,2.8843,2.8843,2.8843
2010-11-08,2.8273,2.8273,2.8273,2.8273
2010-11-09,2.8137,2.8137,2.8137,2.8137
2010-11-10,2.8201,2.8201,2.8201,2.8201
2010-11-12,2.7533,2.7533,2.7533,2.7533
2010-11-15,2.7495,2.7495,2.7495,2.7495
2010-11-16,2.7435,2.7435,2.7435,2.7435
2010-11-17,2.713,2.713,2.713,2.713
2010-11-18,2.748,2.748,2.748,2.748
2010-11-19,2.7655,2.7655,2.7655,2.7655
2010-11-22,2.7801,2.7801,2.7801,2.7801
2010-11-23,2.7405,2.7405,2.7405,2.7405
2010-11-24,2.6738,2.6738,2.6738,2.6738
2010-11-25,2.681,2.681,2.681,2.681
2010-11-26,2.6455,2.6455,2.6455,2.6455
2010-11-29,2.6212,2.6212,2.6212,2.6212
2010-11-30,2.5452,2.5452,2.5452,2.5452
2010-12-01,2.59,2.59,2.59,2.59
2010-12-02,2.633,2.633,2.633,2.633
2010-12-03,2.6462,2.6462,2.6462,2.6462
2010-12-06,2.6589,2.6589,2.6589,2.6589
2010-12-07,2.6469,2.6469,2.6469,2.6469
2010-12-08,2.6055,2.6055,2.6055,2.6055
2010-12-09,2.6212,2.6212,2.6212,2.6212
2010-12-10,2.6137,2.6137,2.6137,2.6137
2010-12-13,2.6151,2.6151,2.6151,2.6151
2010-12-14,2.6831,2.6831,2.6831,2.6831
2010-12-15,2.6631,2.6631,2.6631,2.6631
2010-12-16,2.6539,2.6539,2.6539,2.6539
2010-12-17,2.6681,2.6681,2.6681,2.6681
2010-12-20,2.633,2.633,2.633,2.633
2010-12-21,2.6302,2.6302,2.6302,2.6302
2010-12-22,2.6364,2.6364,2.6364,2.6364
2010-12-23,2.6309,2.6309,2.6309,2.6309
2010-12-24,2.6399,2.6399,2.6399,2.6399
2010-12-27,2.6357,2.6357,2.6357,2.6357
2010-12-28,2.6476,2.6476,2.6476,2.6476
2010-12-29,2.6309,2.6309,2.6309,2.6309
2010-12-30,2.6575,2.6575,2.6575,2.6575
2010-12-31,2.6867,2.6867,2.6867,2.6867
2011-01-03,2.6896,2.6896,2.6896,2.6896
2011-01-04,2.702,2.702,2.702,2.702
2011-01-05,2.7027,2.7027,2.7027,2.7027
2011-01-07,2.6976,2.6976,2.6976,2.6976
2011-01-10,2.6309,2.6309,2.6309,2.6309
2011-01-11,2.6539,2.6539,2.6539,2.6539
2011-01-12,2.7064,2.7064,2.7064,2.7064
2011-01-13,2.7167,2.7167,2.7167,2.7167
2011-01-14,2.739,2.739,2.739,2.739
2011-01-17,2.7255,2.7255,2.7255,2.7255
2011-01-18,2.7457,2.7457,2.7457,2.7457
2011-01-19,2.7556,2.7556,2.7556,2.7556
2011-01-20,2.7495,2.7495,2.7495,2.7495
2011-01-21,2.7495,2.7495,2.7495,2.7495
2011-01-24,2.7832,2.7832,2.7832,2.7832
2011-01-25,2.7949,2.7949,2.7949,2.7949
2011-01-26,2.8035,2.8035,2.8035,2.8035
2011-01-27,2.784,2.784,2.784,2.784
2011-01-28,2.7886,2.7886,2.7886,2.7886
2011-01-31,2.7533,2.7533,2.7533,2.7533
2011-02-01,2.7964,2.7964,2.7964,2.7964
2011-02-02,2.8169,2.8169,2.8169,2.8169
2011-02-03,2.8003,2.8003,2.8003,2.8003
2011-02-04,2.7755,2.7755,2.7755,2.7755
2011-02-07,2.7964,2.7964,2.7964,2.7964
2011-02-08,2.7956,2.7956,2.7956,2.7956
2011-02-09,2.7863,2.7863,2.7863,2.7863
2011-02-10,2.7647,2.7647,2.7647,2.7647
2011-02-11,2.7367,2.7367,2.7367,2.7367
2011-02-14,2.7263,2.7263,2.7263,2.7263
2011-02-15,2.7322,2.7322,2.7322,2.7322
2011-02-16,2.7571,2.7571,2.7571,2.7571
2011-02-17,2.767,2.767,2.767,2.767
2011-02-18,2.7617,2.7617,2.7617,2.7617
2011-02-21,2.7693,2.7693,2.7693,2.7693
2011-02-22,2.7211,2.7211,2.7211,2.7211
2011-02-23,2.7518,2.7518,2.7518,2.7518
2011-02-24,2.7442,2.7442,2.7442,2.7442
2011-02-25,2.7563,2.7563,2.7563,2.7563
2011-02-28,2.7624,2.7624,2.7624,2.7624
2011-03-01,2.7724,2.7724,2.7724,2.7724
2011-03-02,2.7563,2.7563,2.7563,2.7563
2011-03-03,2.7686,2.7686,2.7686,2.7686
2011-03-04,2.7724,2.7724,2.7724,2.7724
2011-03-07,2.7863,2.7863,2.7863,2.7863
2011-03-08,2.7886,2.7886,2.7886,2.7886
2011-03-09,2.7716,2.7716,2.7716,2.7716
2011-03-10,2.7518,2.7518,2.7518,2.7518
2011-03-11,2.7226,2.7226,2.7226,2.7226
2011-03-14,2.7533,2.7533,2.7533,2.7533
2011-03-15,2.7167,2.7167,2.7167,2.7167
2011-03-16,2.742,2.742,2.742,2.742
2011-03-17,2.73,2.73,2.73,2.73
2011-03-18,2.7533,2.7533,2.7533,2.7533
2011-03-21,2.784,2.784,2.784,2.784
2011-03-22,2.8074,2.8074,2.8074,2.8074
2011-03-23,2.8019,2.8019,2.8019,2.8019
2011-03-24,2.7902,2.7902,2.7902,2.7902
2011-03-25,2.8082,2.8082,2.8082,2.8082
2011-03-28,2.8058,2.8058,2.8058,2.8058
2011-03-29,2.8129,2.8129,2.8129,2.8129
2011-03-30,2.8209,2.8209,2.8209,2.8209
2011-03-31,2.8074,2.8074,2.8074,2.8074
2011-04-01,2.7996,2.7996,2.7996,2.7996
2011-04-04,2.8082,2.8082,2.8082,2.8082
2011-04-05,2.8114,2.8114,2.8114,2.8114
2011-04-06,2.849,2.849,2.849,2.849
2011-04-07,2.8596,2.8596,2.8596,2.8596
2011-04-08,2.8986,2.8986,2.8986,2.8986
2011-04-11,2.896,2.896,2.896,2.896
2011-04-12,2.8927,2.8927,2.8927,2.8927
2011-04-13,2.9061,2.9061,2.9061,2.9061
2011-04-14,2.9265,2.9265,2.9265,2.9265
2011-04-15,2.924,2.924,2.924,2.924
2011-04-18,2.8927,2.8927,2.8927,2.8927
2011-04-19,2.8604,2.8604,2.8604,2.8604
2011-04-20,2.9138,2.9138,2.9138,2.9138
2011-04-21,2.9334,2.9334,2.9334,2.9334
2011-04-22,2.9369,2.9369,2.9369,2.9369
2011-04-26,2.9507,2.9507,2.9507,2.9507
2011-04-27,2.9665,2.9665,2.9665,2.9665
2011-04-28,3.003,3.003,3.003,3.003
2011-04-29,3.003,3.003,3.003,3.003
2011-05-02,3.0075,3.0075,3.0075,3.0075
2011-05-04,3.0057,3.0057,3.0057,3.0057
2011-05-05,3.013,3.013,3.013,3.013
2011-05-06,2.9206,2.9206,2.9206,2.9206
2011-05-09,2.9334,2.9334,2.9334,2.9334
2011-05-10,2.9214,2.9214,2.9214,2.9214
2011-05-11,2.936,2.936,2.936,2.936
2011-05-12,2.9028,2.9028,2.9028,2.9028
2011-05-13,2.9274,2.9274,2.9274,2.9274
2011-05-16,2.8736,2.8736,2.8736,2.8736
2011-05-17,2.8802,2.8802,2.8802,2.8802
2011-05-18,2.9095,2.9095,2.9095,2.9095
2011-05-19,2.9002,2.9002,2.9002,2.9002
2011-05-20,2.9206,2.9206,2.9206,2.9206
2011-05-23,2.8401,2.8401,2.8401,2.8401
2011-05-24,2.8474,2.8474,2.8474,2.8474
2011-05-25,2.845,2.845,2.845,2.845
2011-05-26,2.8425,2.8425,2.8425,2.8425
2011-05-27,2.8555,2.8555,2.8555,2.8555
2011-05-30,2.8678,2.8678,2.8678,2.8678
2011-05-31,2.9078,2.9078,2.9078,2.9078
2011-06-01,2.9104,2.9104,2.9104,2.9104
2011-06-02,2.8935,2.8935,2.8935,2.8935
2011-06-03,2.9223,2.9223,2.9223,2.9223
2011-06-06,2.949,2.949,2.949,2.949
2011-06-07,2.9638,2.9638,2.9638,2.9638
2011-06-08,2.9638,2.9638,2.9638,2.9638
2011-06-09,2.9516,2.9516,2.9516,2.9516
2011-06-10,2.9334,2.9334,2.9334,2.9334
2011-06-13,2.9455,2.9455,2.9455,2.9455
2011-06-14,2.9326,2.9326,2.9326,2.9326
2011-06-15,2.9036,2.9036,2.9036,2.9036
2011-06-16,2.8466,2.8466,2.8466,2.8466
2011-06-17,2.8401,2.8401,2.8401,2.8401
2011-06-20,2.849,2.849,2.849,2.849
2011-06-21,2.8827,2.8827,2.8827,2.8827
2011-06-22,2.891,2.891,2.891,2.891
2011-06-24,2.8637,2.8637,2.8637,2.8637
2011-06-27,2.8531,2.8531,2.8531,2.8531
2011-06-28,2.8498,2.8498,2.8498,2.8498
2011-06-29,2.8678,2.8678,2.8678,2.8678
2011-06-30,2.9036,2.9036,2.9036,2.9036
2011-07-01,2.9274,2.9274,2.9274,2.9274
2011-07-04,2.9412,2.9412,2.9412,2.9412
2011-07-05,2.93,2.93,2.93,2.93
2011-07-06,2.9002,2.9002,2.9002,2.9002
2011-07-07,2.8935,2.8935,2.8935,2.8935
2011-07-08,2.9028,2.9028,2.9028,2.9028
2011-07-11,2.8409,2.8409,2.8409,2.8409
2011-07-12,2.7488,2.7488,2.7488,2.7488
2011-07-13,2.7871,2.7871,2.7871,2.7871
2011-07-14,2.8217,2.8217,2.8217,2.8217
2011-07-15,2.7972,2.7972,2.7972,2.7972
2011-07-18,2.777,2.777,2.777,2.777
2011-07-19,2.8153,2.8153,2.8153,2.8153
2011-07-20,2.8305,2.8305,2.8305,2.8305
2011-07-21,2.8474,2.8474,2.8474,2.8474
2011-07-22,2.8969,2.8969,2.8969,2.8969
2011-07-25,2.8678,2.8678,2.8678,2.8678
2011-07-26,2.8893,2.8893,2.8893,2.8893
2011-07-27,2.8935,2.8935,2.8935,2.8935
2011-07-28,2.8678,2.8678,2.8678,2.8678
2011-07-29,2.849,2.849,2.849,2.849
2011-08-01,2.8877,2.8877,2.8877,2.8877
2011-08-02,2.8217,2.8217,2.8217,2.8217
2011-08-03,2.8305,2.8305,2.8305,2.8305
2011-08-04,2.8305,2.8305,2.8305,2.8305
2011-08-05,2.7956,2.7956,2.7956,2.7956
2011-08-08,2.8241,2.8241,2.8241,2.8241
2011-08-09,2.7663,2.7663,2.7663,2.7663
2011-08-10,2.8035,2.8035,2.8035,2.8035
2011-08-11,2.7367,2.7367,2.7367,2.7367
2011-08-12,2.7442,2.7442,2.7442,2.7442
2011-08-16,2.767,2.767,2.767,2.767
2011-08-17,2.7793,2.7793,2.7793,2.7793
2011-08-18,2.7878,2.7878,2.7878,2.7878
2011-08-19,2.73,2.73,2.73,2.73
2011-08-22,2.7632,2.7632,2.7632,2.7632
2011-08-23,2.7894,2.7894,2.7894,2.7894
2011-08-24,2.7724,2.7724,2.7724,2.7724
2011-08-25,2.7801,2.7801,2.7801,2.7801
2011-08-26,2.7747,2.7747,2.7747,2.7747
2011-08-29,2.791,2.791,2.791,2.791
2011-08-30,2.7847,2.7847,2.7847,2.7847
2011-08-31,2.7894,2.7894,2.7894,2.7894
2011-09-01,2.7586,2.7586,2.7586,2.7586
2011-09-02,2.7337,2.7337,2.7337,2.7337
2011-09-05,2.6911,2.6911,2.6911,2.6911
2011-09-06,2.6932,2.6932,2.6932,2.6932
2011-09-07,2.6767,2.6767,2.6767,2.6767
2011-09-08,2.6695,2.6695,2.6695,2.6695
2011-09-09,2.5687,2.5687,2.5687,2.5687
2011-09-12,2.5208,2.5208,2.5208,2.5208
2011-09-13,2.4963,2.4963,2.4963,2.4963
2011-09-14,2.5221,2.5221,2.5221,2.5221
2011-09-15,2.5126,2.5126,2.5126,2.5126
2011-09-16,2.5407,2.5407,2.5407,2.5407
2011-09-19,2.5145,2.5145,2.5145,2.5145
2011-09-20,2.4975,2.4975,2.4975,2.4975
2011-09-21,2.4919,2.4919,2.4919,2.4919
2011-09-22,2.4337,2.4337,2.4337,2.4337
2011-09-23,2.4166,2.4166,2.4166,2.4166
2011-09-26,2.442,2.442,2.442,2.442
2011-09-27,2.4631,2.4631,2.4631,2.4631
2011-09-28,2.4698,2.4698,2.4698,2.4698
2011-09-29,2.4698,2.4698,2.4698,2.4698
2011-09-30,2.4534,2.4534,2.4534,2.4534
2011-10-03,2.4085,2.4085,2.4085,2.4085
2011-10-04,2.4027,2.4027,2.4027,2.4027
2011-10-05,2.429,2.429,2.429,2.429
2011-10-06,2.4474,2.4474,2.4474,2.4474
2011-10-07,2.457,2.457,2.457,2.457
2011-10-10,2.4975,2.4975,2.4975,2.4975
2011-10-11,2.5107,2.5107,2.5107,2.5107
2011-10-12,2.5504,2.5504,2.5504,2.5504
2011-10-13,2.5195,2.5195,2.5195,2.5195
2011-10-14,2.5727,2.5727,2.5727,2.5727
2011-10-17,2.6055,2.6055,2.6055,2.6055
2011-10-18,2.5233,2.5233,2.5233,2.5233
2011-10-19,2.5536,2.5536,2.5536,2.5536
2011-10-20,2.5176,2.5176,2.5176,2.5176
2011-10-21,2.5019,2.5019,2.5019,2.5019
2011-10-24,2.524,2.524,2.524,2.524
2011-10-25,2.5445,2.5445,2.5445,2.5445
2011-10-26,2.5426,2.5426,2.5426,2.5426
2011-10-27,2.5773,2.5773,2.5773,2.5773
2011-10-28,2.6295,2.6295,2.6295,2.6295
2011-10-31,2.58,2.58,2.58,2.58
2011-11-02,2.4988,2.4988,2.4988,2.4988
2011-11-03,2.524,2.524,2.524,2.524
2011-11-04,2.5562,2.5562,2.5562,2.5562
2011-11-07,2.5126,2.5126,2.5126,2.5126
2011-11-08,2.5304,2.5304,2.5304,2.5304
2011-11-09,2.5094,2.5094,2.5094,2.5094
2011-11-10,2.4931,2.4931,2.4931,2.4931
2011-11-14,2.4944,2.4944,2.4944,2.4944
2011-11-15,2.4655,2.4655,2.4655,2.4655
2011-11-16,2.457,2.457,2.457,2.457
2011-11-17,2.4331,2.4331,2.4331,2.4331
2011-11-18,2.4474,2.4474,2.4474,2.4474
2011-11-21,2.4325,2.4325,2.4325,2.4325
2011-11-22,2.439,2.439,2.439,2.439
2011-11-23,2.4143,2.4143,2.4143,2.4143
2011-11-24,2.3946,2.3946,2.3946,2.3946
2011-11-25,2.3602,2.3602,2.3602,2.3602
2011-11-28,2.381,2.381,2.381,2.381
