Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
1996-09-02,0.642,0.642,0.642,0.642
1996-09-03,0.6402,0.6402,0.6402,0.6402
1996-09-04,0.6405,0.6405,0.6405,0.6405
1996-09-05,0.6402,0.6402,0.6402,0.6402
1996-09-06,0.64,0.64,0.64,0.64
1996-09-09,0.6372,0.6372,0.6372,0.6372
1996-09-10,0.634,0.634,0.634,0.634
1996-09-11,0.6326,0.6326,0.6326,0.6326
1996-09-12,0.6317,0.6317,0.6317,0.6317
1996-09-13,0.632,0.632,0.632,0.632
1996-09-16,0.6318,0.6318,0.6318,0.6318
1996-09-17,0.6324,0.6324,0.6324,0.6324
1996-09-18,0.6325,0.6325,0.6325,0.6325
1996-09-19,0.6316,0.6316,0.6316,0.6316
1996-09-20,0.6302,0.6302,0.6302,0.6302
1996-09-23,0.6302,0.6302,0.6302,0.6302
1996-09-24,0.6308,0.6308,0.6308,0.6308
1996-09-25,0.6325,0.6325,0.6325,0.6325
1996-09-26,0.6277,0.6277,0.6277,0.6277
1996-09-27,0.6284,0.6284,0.6284,0.6284
1996-09-30,0.6261,0.6261,0.6261,0.6261
1996-10-01,0.627,0.627,0.627,0.627
1996-10-02,0.626,0.626,0.626,0.626
1996-10-03,0.6255,0.6255,0.6255,0.6255
1996-10-04,0.6253,0.6253,0.6253,0.6253
1996-10-07,0.6257,0.6257,0.6257,0.6257
1996-10-08,0.6302,0.6302,0.6302,0.6302
1996-10-09,0.6295,0.6295,0.6295,0.6295
1996-10-10,0.6293,0.6293,0.6293,0.6293
1996-10-11,0.6288,0.6288,0.6288,0.6288
1996-10-14,0.6288,0.6288,0.6288,0.6288
1996-10-15,0.6274,0.6274,0.6274,0.6274
1996-10-16,0.6271,0.6271,0.6271,0.6271
1996-10-17,0.6258,0.6258,0.6258,0.6258
1996-10-18,0.6266,0.6266,0.6266,0.6266
1996-10-21,0.6279,0.6279,0.6279,0.6279
1996-10-22,0.6296,0.6296,0.6296,0.6296
1996-10-23,0.6317,0.6317,0.6317,0.6317
1996-10-24,0.6314,0.6314,0.6314,0.6314
1996-10-25,0.6319,0.6319,0.6319,0.6319
1996-10-28,0.6332,0.6332,0.6332,0.6332
1996-10-29,0.6383,0.6383,0.6383,0.6383
1996-10-30,0.6406,0.6406,0.6406,0.6406
1996-10-31,0.644,0.644,0.644,0.644
1996-11-04,0.6437,0.6437,0.6437,0.6437
1996-11-05,0.6529,0.6529,0.6529,0.6529
1996-11-06,0.6548,0.6548,0.6548,0.6548
1996-11-07,0.6597,0.6597,0.6597,0.6597
1996-11-08,0.66,0.66,0.66,0.66
1996-11-12,0.6651,0.6651,0.6651,0.6651
1996-11-13,0.6667,0.6667,0.6667,0.6667
1996-11-14,0.6657,0.6657,0.6657,0.6657
1996-11-15,0.665,0.665,0.665,0.665
1996-11-18,0.6645,0.6645,0.6645,0.6645
1996-11-19,0.6658,0.6658,0.6658,0.6658
1996-11-20,0.6662,0.6662,0.6662,0.6662
1996-11-21,0.6649,0.6649,0.6649,0.6649
1996-11-22,0.6658,0.6658,0.6658,0.6658
1996-11-25,0.6624,0.6624,0.6624,0.6624
1996-11-26,0.6595,0.6595,0.6595,0.6595
1996-11-27,0.6608,0.6608,0.6608,0.6608
1996-11-28,0.6578,0.6578,0.6578,0.6578
1996-11-29,0.6579,0.6579,0.6579,0.6579
1996-12-02,0.6579,0.6579,0.6579,0.6579
1996-12-03,0.6568,0.6568,0.6568,0.6568
1996-12-04,0.6565,0.6565,0.6565,0.6565
1996-12-05,0.6569,0.6569,0.6569,0.6569
1996-12-06,0.6627,0.6627,0.6627,0.6627
1996-12-09,0.6585,0.6585,0.6585,0.6585
1996-12-10,0.6589,0.6589,0.6589,0.6589
1996-12-11,0.6612,0.6612,0.6612,0.6612
1996-12-12,0.6606,0.6606,0.6606,0.6606
1996-12-13,0.6609,0.6609,0.6609,0.6609
1996-12-16,0.6587,0.6587,0.6587,0.6587
1996-12-17,0.6607,0.6607,0.6607,0.6607
1996-12-18,0.6604,0.6604,0.6604,0.6604
1996-12-19,0.6597,0.6597,0.6597,0.6597
1996-12-20,0.6591,0.6591,0.6591,0.6591
1996-12-23,0.6591,0.6591,0.6591,0.6591
1996-12-24,0.6582,0.6582,0.6582,0.6582
1996-12-30,0.6566,0.6566,0.6566,0.6566
1996-12-31,0.6569,0.6569,0.6569,0.6569
1997-01-02,0.6595,0.6595,0.6595,0.6595
1997-01-03,0.6582,0.6582,0.6582,0.6582
1997-01-06,0.6559,0.6559,0.6559,0.6559
1997-01-07,0.6561,0.6561,0.6561,0.6561
1997-01-08,0.6537,0.6537,0.6537,0.6537
1997-01-09,0.6523,0.6523,0.6523,0.6523
1997-01-10,0.6539,0.6539,0.6539,0.6539
1997-01-13,0.6519,0.6519,0.6519,0.6519
1997-01-14,0.6524,0.6524,0.6524,0.6524
1997-01-15,0.6505,0.6505,0.6505,0.6505
1997-01-16,0.6511,0.6511,0.6511,0.6511
1997-01-17,0.6512,0.6512,0.6512,0.6512
1997-01-20,0.6396,0.6396,0.6396,0.6396
1997-01-21,0.6433,0.6433,0.6433,0.6433
1997-01-22,0.6385,0.6385,0.6385,0.6385
1997-01-23,0.637,0.637,0.637,0.637
1997-01-24,0.6331,0.6331,0.6331,0.6331
1997-01-27,0.6301,0.6301,0.6301,0.6301
1997-01-28,0.6267,0.6267,0.6267,0.6267
1997-01-29,0.6277,0.6277,0.6277,0.6277
1997-01-30,0.6268,0.6268,0.6268,0.6268
1997-01-31,0.6264,0.6264,0.6264,0.6264
1997-02-03,0.6236,0.6236,0.6236,0.6236
1997-02-04,0.6237,0.6237,0.6237,0.6237
1997-02-05,0.623,0.623,0.623,0.623
1997-02-06,0.6233,0.6233,0.6233,0.6233
1997-02-07,0.6215,0.6215,0.6215,0.6215
1997-02-10,0.624,0.624,0.624,0.624
1997-02-11,0.6224,0.6224,0.6224,0.6224
1997-02-12,0.6198,0.6198,0.6198,0.6198
1997-02-13,0.6176,0.6176,0.6176,0.6176
1997-02-14,0.6165,0.6165,0.6165,0.6165
1997-02-17,0.6157,0.6157,0.6157,0.6157
1997-02-18,0.6092,0.6092,0.6092,0.6092
1997-02-19,0.5979,0.5979,0.5979,0.5979
1997-02-20,0.5927,0.5927,0.5927,0.5927
1997-02-21,0.5793,0.5793,0.5793,0.5793
1997-02-24,0.5806,0.5806,0.5806,0.5806
1997-02-25,0.5895,0.5895,0.5895,0.5895
1997-02-26,0.5968,0.5968,0.5968,0.5968
1997-02-27,0.6007,0.6007,0.6007,0.6007
1997-02-28,0.6004,0.6004,0.6004,0.6004
1997-03-03,0.6007,0.6007,0.6007,0.6007
1997-03-04,0.5976,0.5976,0.5976,0.5976
1997-03-05,0.5958,0.5958,0.5958,0.5958
1997-03-06,0.5927,0.5927,0.5927,0.5927
1997-03-07,0.5925,0.5925,0.5925,0.5925
1997-03-10,0.5941,0.5941,0.5941,0.5941
1997-03-11,0.5935,0.5935,0.5935,0.5935
1997-03-12,0.594,0.594,0.594,0.594
1997-03-13,0.5947,0.5947,0.5947,0.5947
1997-03-14,0.5919,0.5919,0.5919,0.5919
1997-03-17,0.5947,0.5947,0.5947,0.5947
1997-03-18,0.5964,0.5964,0.5964,0.5964
1997-03-19,0.5965,0.5965,0.5965,0.5965
1997-03-20,0.5971,0.5971,0.5971,0.5971
1997-03-21,0.5945,0.5945,0.5945,0.5945
1997-03-24,0.5952,0.5952,0.5952,0.5952
1997-03-25,0.6003,0.6003,0.6003,0.6003
1997-03-26,0.5979,0.5979,0.5979,0.5979
1997-03-27,0.6,0.6,0.6,0.6
1997-03-28,0.5998,0.5998,0.5998,0.5998
1997-04-01,0.6021,0.6021,0.6021,0.6021
1997-04-02,0.6031,0.6031,0.6031,0.6031
1997-04-03,0.6062,0.6062,0.6062,0.6062
1997-04-04,0.6053,0.6053,0.6053,0.6053
1997-04-07,0.6009,0.6009,0.6009,0.6009
1997-04-08,0.5929,0.5929,0.5929,0.5929
1997-04-09,0.5948,0.5948,0.5948,0.5948
1997-04-10,0.5938,0.5938,0.5938,0.5938
1997-04-11,0.5918,0.5918,0.5918,0.5918
1997-04-14,0.5929,0.5929,0.5929,0.5929
1997-04-15,0.5911,0.5911,0.5911,0.5911
1997-04-16,0.5921,0.5921,0.5921,0.5921
1997-04-17,0.5859,0.5859,0.5859,0.5859
1997-04-18,0.5864,0.5864,0.5864,0.5864
1997-04-21,0.588,0.588,0.588,0.588
1997-04-22,0.5879,0.5879,0.5879,0.5879
1997-04-23,0.587,0.587,0.587,0.587
1997-04-24,0.5846,0.5846,0.5846,0.5846
1997-04-25,0.5845,0.5845,0.5845,0.5845
1997-04-28,0.5821,0.5821,0.5821,0.5821
1997-04-29,0.5729,0.5729,0.5729,0.5729
1997-04-30,0.5745,0.5745,0.5745,0.5745
1997-05-05,0.5732,0.5732,0.5732,0.5732
1997-05-06,0.5725,0.5725,0.5725,0.5725
1997-05-07,0.5752,0.5752,0.5752,0.5752
1997-05-08,0.5801,0.5801,0.5801,0.5801
1997-05-09,0.5832,0.5832,0.5832,0.5832
1997-05-12,0.5842,0.5842,0.5842,0.5842
1997-05-13,0.5854,0.5854,0.5854,0.5854
1997-05-14,0.5854,0.5854,0.5854,0.5854
1997-05-15,0.5901,0.5901,0.5901,0.5901
1997-05-16,0.5869,0.5869,0.5869,0.5869
1997-05-19,0.5847,0.5847,0.5847,0.5847
1997-05-20,0.5859,0.5859,0.5859,0.5859
1997-05-21,0.5888,0.5888,0.5888,0.5888
1997-05-22,0.579,0.579,0.579,0.579
1997-05-23,0.5753,0.5753,0.5753,0.5753
1997-05-26,0.5778,0.5778,0.5778,0.5778
1997-05-27,0.5743,0.5743,0.5743,0.5743
1997-05-28,0.5818,0.5818,0.5818,0.5818
1997-05-30,0.5815,0.5815,0.5815,0.5815
1997-06-02,0.5774,0.5774,0.5774,0.5774
1997-06-03,0.5771,0.5771,0.5771,0.5771
1997-06-04,0.5756,0.5756,0.5756,0.5756
1997-06-05,0.5754,0.5754,0.5754,0.5754
1997-06-06,0.5746,0.5746,0.5746,0.5746
1997-06-09,0.5774,0.5774,0.5774,0.5774
1997-06-10,0.5759,0.5759,0.5759,0.5759
1997-06-11,0.5748,0.5748,0.5748,0.5748
1997-06-12,0.573,0.573,0.573,0.573
1997-06-13,0.5721,0.5721,0.5721,0.5721
1997-06-16,0.5723,0.5723,0.5723,0.5723
1997-06-17,0.5714,0.5714,0.5714,0.5714
1997-06-18,0.5725,0.5725,0.5725,0.5725
1997-06-19,0.5717,0.5717,0.5717,0.5717
1997-06-20,0.5734,0.5734,0.5734,0.5734
1997-06-23,0.5732,0.5732,0.5732,0.5732
1997-06-24,0.5728,0.5728,0.5728,0.5728
1997-06-25,0.573,0.573,0.573,0.573
1997-06-26,0.5696,0.5696,0.5696,0.5696
1997-06-27,0.5686,0.5686,0.5686,0.5686
1997-06-30,0.5657,0.5657,0.5657,0.5657
1997-07-01,0.5645,0.5645,0.5645,0.5645
1997-07-02,0.5644,0.5644,0.5644,0.5644
1997-07-03,0.5621,0.5621,0.5621,0.5621
1997-07-04,0.5628,0.5628,0.5628,0.5628
1997-07-07,0.5673,0.5673,0.5673,0.5673
1997-07-08,0.563,0.563,0.563,0.563
1997-07-09,0.5609,0.5609,0.5609,0.5609
1997-07-10,0.5613,0.5613,0.5613,0.5613
1997-07-11,0.5579,0.5579,0.5579,0.5579
1997-07-14,0.5488,0.5488,0.5488,0.5488
1997-07-15,0.522,0.522,0.522,0.522
1997-07-16,0.533,0.533,0.533,0.533
1997-07-17,0.5302,0.5302,0.5302,0.5302
1997-07-18,0.5327,0.5327,0.5327,0.5327
1997-07-21,0.5354,0.5354,0.5354,0.5354
1997-07-22,0.5372,0.5372,0.5372,0.5372
1997-07-23,0.54,0.54,0.54,0.54
1997-07-24,0.5374,0.5374,0.5374,0.5374
1997-07-25,0.5401,0.5401,0.5401,0.5401
1997-07-28,0.5351,0.5351,0.5351,0.5351
1997-07-29,0.5356,0.5356,0.5356,0.5356
1997-07-30,0.5348,0.5348,0.5348,0.5348
1997-07-31,0.5361,0.5361,0.5361,0.5361
1997-08-01,0.5357,0.5357,0.5357,0.5357
1997-08-04,0.5345,0.5345,0.5345,0.5345
1997-08-05,0.5325,0.5325,0.5325,0.5325
1997-08-06,0.5292,0.5292,0.5292,0.5292
1997-08-07,0.5282,0.5282,0.5282,0.5282
1997-08-08,0.5315,0.5315,0.5315,0.5315
1997-08-11,0.534,0.534,0.534,0.534
1997-08-12,0.5306,0.5306,0.5306,0.5306
1997-08-13,0.5316,0.5316,0.5316,0.5316
1997-08-14,0.5312,0.5312,0.5312,0.5312
1997-08-18,0.5336,0.5336,0.5336,0.5336
1997-08-19,0.5308,0.5308,0.5308,0.5308
1997-08-20,0.5278,0.5278,0.5278,0.5278
1997-08-21,0.529,0.529,0.529,0.529
1997-08-22,0.5338,0.5338,0.5338,0.5338
1997-08-25,0.5335,0.5335,0.5335,0.5335
1997-08-26,0.5374,0.5374,0.5374,0.5374
1997-08-27,0.5354,0.5354,0.5354,0.5354
1997-08-28,0.5344,0.5344,0.5344,0.5344
1997-08-29,0.5357,0.5357,0.5357,0.5357
1997-09-01,0.5333,0.5333,0.5333,0.5333
1997-09-02,0.5323,0.5323,0.5323,0.5323
1997-09-03,0.5313,0.5313,0.5313,0.5313
1997-09-04,0.5293,0.5293,0.5293,0.5293
1997-09-05,0.529,0.529,0.529,0.529
1997-09-08,0.5307,0.5307,0.5307,0.5307
1997-09-09,0.5293,0.5293,0.5293,0.5293
1997-09-10,0.5313,0.5313,0.5313,0.5313
1997-09-11,0.5335,0.5335,0.5335,0.5335
1997-09-12,0.5377,0.5377,0.5377,0.5377
1997-09-15,0.5448,0.5448,0.5448,0.5448
1997-09-16,0.542,0.542,0.542,0.542
1997-09-17,0.5444,0.5444,0.5444,0.5444
1997-09-18,0.5446,0.5446,0.5446,0.5446
1997-09-19,0.5432,0.5432,0.5432,0.5432
1997-09-22,0.5415,0.5415,0.5415,0.5415
1997-09-23,0.5426,0.5426,0.5426,0.5426
1997-09-24,0.5467,0.5467,0.5467,0.5467
1997-09-25,0.5456,0.5456,0.5456,0.5456
1997-09-26,0.5487,0.5487,0.5487,0.5487
1997-09-29,0.5498,0.5498,0.5498,0.5498
1997-09-30,0.5493,0.5493,0.5493,0.5493
1997-10-01,0.5501,0.5501,0.5501,0.5501
1997-10-02,0.5488,0.5488,0.5488,0.5488
1997-10-03,0.5462,0.5462,0.5462,0.5462
1997-10-06,0.5482,0.5482,0.5482,0.5482
1997-10-07,0.5494,0.5494,0.5494,0.5494
1997-10-08,0.5489,0.5489,0.5489,0.5489
1997-10-09,0.5506,0.5506,0.5506,0.5506
1997-10-10,0.5507,0.5507,0.5507,0.5507
1997-10-13,0.5504,0.5504,0.5504,0.5504
1997-10-14,0.5508,0.5508,0.5508,0.5508
1997-10-15,0.552,0.552,0.552,0.552
1997-10-16,0.5522,0.5522,0.5522,0.5522
1997-10-17,0.5506,0.5506,0.5506,0.5506
1997-10-20,0.5504,0.5504,0.5504,0.5504
1997-10-21,0.5497,0.5497,0.5497,0.5497
1997-10-22,0.5488,0.5488,0.5488,0.5488
1997-10-23,0.5509,0.5509,0.5509,0.5509
1997-10-24,0.5466,0.5466,0.5466,0.5466
1997-10-27,0.5428,0.5428,0.5428,0.5428
1997-10-28,0.5354,0.5354,0.5354,0.5354
1997-10-29,0.5432,0.5432,0.5432,0.5432
1997-10-30,0.5371,0.5371,0.5371,0.5371
1997-10-31,0.5386,0.5386,0.5386,0.5386
1997-11-03,0.5457,0.5457,0.5457,0.5457
1997-11-04,0.5472,0.5472,0.5472,0.5472
1997-11-05,0.5442,0.5442,0.5442,0.5442
1997-11-06,0.5402,0.5402,0.5402,0.5402
1997-11-07,0.5343,0.5343,0.5343,0.5343
1997-11-12,0.5397,0.5397,0.5397,0.5397
1997-11-13,0.5389,0.5389,0.5389,0.5389
1997-11-14,0.5423,0.5423,0.5423,0.5423
1997-11-17,0.5405,0.5405,0.5405,0.5405
1997-11-18,0.5453,0.5453,0.5453,0.5453
1997-11-19,0.5507,0.5507,0.5507,0.5507
1997-11-20,0.5561,0.5561,0.5561,0.5561
1997-11-21,0.5358,0.5358,0.5358,0.5358
1997-11-24,0.5374,0.5374,0.5374,0.5374
1997-11-25,0.5349,0.5349,0.5349,0.5349
1997-11-26,0.5352,0.5352,0.5352,0.5352
1997-11-27,0.5341,0.5341,0.5341,0.5341
1997-11-28,0.5335,0.5335,0.5335,0.5335
1997-12-01,0.53,0.53,0.53,0.53
1997-12-02,0.5318,0.5318,0.5318,0.5318
1997-12-03,0.5328,0.5328,0.5328,0.5328
1997-12-04,0.5497,0.5497,0.5497,0.5497
1997-12-05,0.5337,0.5337,0.5337,0.5337
1997-12-08,0.5327,0.5327,0.5327,0.5327
1997-12-09,0.5367,0.5367,0.5367,0.5367
1997-12-10,0.5351,0.5351,0.5351,0.5351
1997-12-11,0.5419,0.5419,0.5419,0.5419
1997-12-12,0.5336,0.5336,0.5336,0.5336
1997-12-15,0.5342,0.5342,0.5342,0.5342
1997-12-16,0.5371,0.5371,0.5371,0.5371
1997-12-17,0.5456,0.5456,0.5456,0.5456
1997-12-18,0.5479,0.5479,0.5479,0.5479
1997-12-19,0.5503,0.5503,0.5503,0.5503
1997-12-22,0.5439,0.5439,0.5439,0.5439
1997-12-23,0.5406,0.5406,0.5406,0.5406
1997-12-24,0.541,0.541,0.541,0.541
1997-12-29,0.5451,0.5451,0.5451,0.5451
1997-12-30,0.545,0.545,0.545,0.545
1997-12-31,0.5399,0.5399,0.5399,0.5399
1998-01-02,0.5388,0.5388,0.5388,0.5388
1998-01-05,0.5389,0.5389,0.5389,0.5389
1998-01-06,0.5496,0.5496,0.5496,0.5496
1998-01-07,0.5483,0.5483,0.5483,0.5483
1998-01-08,0.5382,0.5382,0.5382,0.5382
1998-01-09,0.5393,0.5393,0.5393,0.5393
1998-01-12,0.537,0.537,0.537,0.537
1998-01-13,0.5375,0.5375,0.5375,0.5375
1998-01-14,0.5381,0.5381,0.5381,0.5381
1998-01-15,0.5383,0.5383,0.5383,0.5383
1998-01-16,0.5392,0.5392,0.5392,0.5392
1998-01-19,0.54,0.54,0.54,0.54
1998-01-20,0.5391,0.5391,0.5391,0.5391
1998-01-21,0.54,0.54,0.54,0.54
1998-01-22,0.5448,0.5448,0.5448,0.5448
1998-01-23,0.5471,0.5471,0.5471,0.5471
1998-01-26,0.5528,0.5528,0.5528,0.5528
1998-01-27,0.5508,0.5508,0.5508,0.5508
1998-01-28,0.5522,0.5522,0.5522,0.5522
1998-01-29,0.5502,0.5502,0.5502,0.5502
1998-01-30,0.5452,0.5452,0.5452,0.5452
1998-02-02,0.5452,0.5452,0.5452,0.5452
1998-02-03,0.5496,0.5496,0.5496,0.5496
1998-02-04,0.5505,0.5505,0.5505,0.5505
1998-02-05,0.5537,0.5537,0.5537,0.5537
1998-02-06,0.5511,0.5511,0.5511,0.5511
1998-02-09,0.5499,0.5499,0.5499,0.5499
1998-02-10,0.5504,0.5504,0.5504,0.5504
1998-02-11,0.546,0.546,0.546,0.546
1998-02-12,0.5478,0.5478,0.5478,0.5478
1998-02-13,0.5457,0.5457,0.5457,0.5457
1998-02-16,0.5488,0.5488,0.5488,0.5488
1998-02-17,0.5504,0.5504,0.5504,0.5504
1998-02-18,0.5556,0.5556,0.5556,0.5556
1998-02-19,0.5578,0.5578,0.5578,0.5578
1998-02-20,0.559,0.559,0.559,0.559
1998-02-23,0.5621,0.5621,0.5621,0.5621
1998-02-24,0.5651,0.5651,0.5651,0.5651
1998-02-25,0.5741,0.5741,0.5741,0.5741
1998-02-26,0.5779,0.5779,0.5779,0.5779
1998-02-27,0.5852,0.5852,0.5852,0.5852
1998-03-02,0.5874,0.5874,0.5874,0.5874
1998-03-03,0.5813,0.5813,0.5813,0.5813
1998-03-04,0.584,0.584,0.584,0.584
1998-03-05,0.5836,0.5836,0.5836,0.5836
1998-03-06,0.5793,0.5793,0.5793,0.5793
1998-03-09,0.5821,0.5821,0.5821,0.5821
1998-03-10,0.5855,0.5855,0.5855,0.5855
1998-03-11,0.5865,0.5865,0.5865,0.5865
1998-03-12,0.5906,0.5906,0.5906,0.5906
1998-03-13,0.5905,0.5905,0.5905,0.5905
1998-03-16,0.5921,0.5921,0.5921,0.5921
1998-03-17,0.5916,0.5916,0.5916,0.5916
1998-03-18,0.5885,0.5885,0.5885,0.5885
1998-03-19,0.5895,0.5895,0.5895,0.5895
1998-03-20,0.5912,0.5912,0.5912,0.5912
1998-03-23,0.5925,0.5925,0.5925,0.5925
1998-03-24,0.5917,0.5917,0.5917,0.5917
1998-03-25,0.5925,0.5925,0.5925,0.5925
1998-03-26,0.5939,0.5939,0.5939,0.5939
1998-03-27,0.5963,0.5963,0.5963,0.5963
1998-03-30,0.5947,0.5947,0.5947,0.5947
1998-03-31,0.5923,0.5923,0.5923,0.5923
1998-04-01,0.5933,0.5933,0.5933,0.5933
1998-04-02,0.5932,0.5932,0.5932,0.5932
1998-04-03,0.5904,0.5904,0.5904,0.5904
1998-04-06,0.5912,0.5912,0.5912,0.5912
1998-04-07,0.5919,0.5919,0.5919,0.5919
1998-04-08,0.5926,0.5926,0.5926,0.5926
1998-04-09,0.5946,0.5946,0.5946,0.5946
1998-04-10,0.5952,0.5952,0.5952,0.5952
1998-04-14,0.5975,0.5975,0.5975,0.5975
1998-04-15,0.6007,0.6007,0.6007,0.6007
1998-04-16,0.6005,0.6005,0.6005,0.6005
1998-04-17,0.6015,0.6015,0.6015,0.6015
1998-04-20,0.6023,0.6023,0.6023,0.6023
1998-04-21,0.5997,0.5997,0.5997,0.5997
1998-04-22,0.5991,0.5991,0.5991,0.5991
1998-04-23,0.5985,0.5985,0.5985,0.5985
1998-04-24,0.6014,0.6014,0.6014,0.6014
1998-04-27,0.6034,0.6034,0.6034,0.6034
1998-04-28,0.5999,0.5999,0.5999,0.5999
1998-04-29,0.6002,0.6002,0.6002,0.6002
1998-04-30,0.6024,0.6024,0.6024,0.6024
1998-05-04,0.6049,0.6049,0.6049,0.6049
1998-05-05,0.6086,0.6086,0.6086,0.6086
1998-05-06,0.6079,0.6079,0.6079,0.6079
1998-05-07,0.6057,0.6057,0.6057,0.6057
1998-05-08,0.6075,0.6075,0.6075,0.6075
1998-05-11,0.6066,0.6066,0.6066,0.6066
1998-05-12,0.6072,0.6072,0.6072,0.6072
1998-05-13,0.601,0.601,0.601,0.601
1998-05-14,0.603,0.603,0.603,0.603
1998-05-15,0.603,0.603,0.603,0.603
1998-05-18,0.5981,0.5981,0.5981,0.5981
1998-05-19,0.595,0.595,0.595,0.595
1998-05-20,0.5983,0.5983,0.5983,0.5983
1998-05-21,0.5993,0.5993,0.5993,0.5993
1998-05-22,0.6019,0.6019,0.6019,0.6019
1998-05-25,0.6025,0.6025,0.6025,0.6025
1998-05-26,0.598,0.598,0.598,0.598
1998-05-27,0.5876,0.5876,0.5876,0.5876
1998-05-28,0.5855,0.5855,0.5855,0.5855
1998-05-29,0.5897,0.5897,0.5897,0.5897
1998-06-01,0.5877,0.5877,0.5877,0.5877
1998-06-02,0.5897,0.5897,0.5897,0.5897
1998-06-03,0.5976,0.5976,0.5976,0.5976
1998-06-04,0.5968,0.5968,0.5968,0.5968
1998-06-05,0.5951,0.5951,0.5951,0.5951
1998-06-08,0.5974,0.5974,0.5974,0.5974
1998-06-09,0.5971,0.5971,0.5971,0.5971
1998-06-10,0.593,0.593,0.593,0.593
1998-06-12,0.5853,0.5853,0.5853,0.5853
1998-06-15,0.585,0.585,0.585,0.585
1998-06-16,0.5903,0.5903,0.5903,0.5903
1998-06-17,0.5946,0.5946,0.5946,0.5946
1998-06-18,0.5952,0.5952,0.5952,0.5952
1998-06-19,0.595,0.595,0.595,0.595
1998-06-22,0.5926,0.5926,0.5926,0.5926
1998-06-23,0.5917,0.5917,0.5917,0.5917
1998-06-24,0.5944,0.5944,0.5944,0.5944
1998-06-25,0.5941,0.5941,0.5941,0.5941
1998-06-26,0.592,0.592,0.592,0.592
1998-06-29,0.5891,0.5891,0.5891,0.5891
1998-06-30,0.595,0.595,0.595,0.595
1998-07-01,0.5946,0.5946,0.5946,0.5946
1998-07-02,0.5942,0.5942,0.5942,0.5942
1998-07-03,0.5958,0.5958,0.5958,0.5958
1998-07-06,0.5968,0.5968,0.5968,0.5968
1998-07-07,0.5946,0.5946,0.5946,0.5946
1998-07-08,0.5958,0.5958,0.5958,0.5958
1998-07-09,0.5973,0.5973,0.5973,0.5973
1998-07-10,0.6051,0.6051,0.6051,0.6051
1998-07-13,0.6109,0.6109,0.6109,0.6109
1998-07-14,0.6123,0.6123,0.6123,0.6123
1998-07-15,0.6136,0.6136,0.6136,0.6136
1998-07-16,0.6144,0.6144,0.6144,0.6144
1998-07-17,0.6148,0.6148,0.6148,0.6148
1998-07-20,0.6177,0.6177,0.6177,0.6177
1998-07-21,0.6162,0.6162,0.6162,0.6162
1998-07-22,0.6157,0.6157,0.6157,0.6157
1998-07-23,0.6141,0.6141,0.6141,0.6141
1998-07-24,0.6149,0.6149,0.6149,0.6149
1998-07-27,0.6184,0.6184,0.6184,0.6184
1998-07-28,0.6188,0.6188,0.6188,0.6188
1998-07-29,0.6237,0.6237,0.6237,0.6237
1998-07-30,0.6265,0.6265,0.6265,0.6265
1998-07-31,0.6228,0.6228,0.6228,0.6228
1998-08-03,0.6222,0.6222,0.6222,0.6222
1998-08-04,0.6235,0.6235,0.6235,0.6235
1998-08-05,0.6253,0.6253,0.6253,0.6253
1998-08-06,0.6265,0.6265,0.6265,0.6265
1998-08-07,0.6216,0.6216,0.6216,0.6216
1998-08-10,0.6223,0.6223,0.6223,0.6223
1998-08-11,0.6144,0.6144,0.6144,0.6144
1998-08-12,0.6212,0.6212,0.6212,0.6212
1998-08-13,0.6121,0.6121,0.6121,0.6121
1998-08-14,0.6142,0.6142,0.6142,0.6142
1998-08-17,0.6193,0.6193,0.6193,0.6193
1998-08-18,0.6321,0.6321,0.6321,0.6321
1998-08-19,0.6222,0.6222,0.6222,0.6222
1998-08-20,0.6156,0.6156,0.6156,0.6156
1998-08-21,0.6041,0.6041,0.6041,0.6041
1998-08-24,0.6194,0.6194,0.6194,0.6194
1998-08-25,0.6211,0.6211,0.6211,0.6211
1998-08-26,0.5928,0.5928,0.5928,0.5928
1998-08-27,0.5903,0.5903,0.5903,0.5903
1998-08-28,0.6776,0.6776,0.6776,0.6776
1998-08-31,0.7112,0.7112,0.7112,0.7112
1998-09-01,0.7246,0.7246,0.7246,0.7246
1998-09-02,0.829,0.829,0.829,0.829
1998-09-03,0.8163,0.8163,0.8163,0.8163
1998-09-04,0.8135,0.8135,0.8135,0.8135
1998-09-07,0.8278,0.8278,0.8278,0.8278
1998-09-08,0.8331,0.8331,0.8331,0.8331
1998-09-09,0.8154,0.8154,0.8154,0.8154
1998-09-10,0.8696,0.8696,0.8696,0.8696
1998-09-11,0.8484,0.8484,0.8484,0.8484
1998-09-14,0.8645,0.8645,0.8645,0.8645
1998-09-15,0.8645,0.8645,0.8645,0.8645
1998-09-16,0.8644,0.8644,0.8644,0.8644
1998-09-17,0.8676,0.8676,0.8676,0.8676
1998-09-18,0.8604,0.8604,0.8604,0.8604
1998-09-21,0.8707,0.8707,0.8707,0.8707
1998-09-22,0.8792,0.8792,0.8792,0.8792
1998-09-23,0.8794,0.8794,0.8794,0.8794
1998-09-24,0.9538,0.9538,0.9538,0.9538
1998-09-25,0.9543,0.9543,0.9543,0.9543
1998-09-28,1.0809,1.0809,1.0809,1.0809
1998-09-29,1.0836,1.0836,1.0836,1.0836
1998-09-30,1.0757,1.0757,1.0757,1.0757
